Age,Gender,Education Level,Job Title,Years of Experience,Salary
26,Male,High School,Digital Marketing Manager,2,40000
32,Female,Bachelor's Degree,Content Marketing Manager,7,90000
27,Male,PhD,Sales Representative,4,55000
50,Female,Master's Degree,Senior Product Marketing Manager,18,180000
36,Male,Bachelor's Degree,Junior Sales Representative,3,45000
48,Female,PhD,Director of Marketing,19,190000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,
37,Male,Master's Degree,Marketing Manager,11,110000
26,Female,Bachelor's Degree,Sales Representative,2,40000
42,Male,PhD,Content Marketing Manager,15,150000
33,Female,High School,Sales Executive,4,55000
29,Male,Bachelor's Degree,Sales Manager,5,70000
45,Female,Master's Degree,Director of Marketing,16,160000
24,Male,High School,Sales Associate,1,35000
39,Female,Bachelor's Degree,Financial Manager,10,100000
31,Male,PhD,Senior Product Marketing Manager,7,90000
27,Female,Master's Degree,Digital Marketing Manager,3,50000
43,Male,Bachelor's Degree,Content Marketing Manager,14,140000
28,Female,High School,Sales Representative,2,40000
50,Male,PhD,Marketing Manager,18,180000
35,Female,Bachelor's Degree,Sales Executive,7,90000
23,Male,Bachelor's Degree,Sales Manager,1,35000
41,Female,Master's Degree,Director of Marketing,12,120000
26,Male,High School,Financial Manager,3,45000
32,Female,Bachelor's Degree,Sales Director,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,18,180000
36,Male,Bachelor's Degree,Sales Representative,6,75000
48,Female,PhD,Senior Product Marketing Manager,19,190000
31,Male,High School,Junior Sales Representative,3,40000
29,Female,Bachelor's Degree,Sales Director,5,70000
45,Male,Master's Degree,Director of Marketing,15,150000
25,Female,High School,Sales Associate,1,35000
41,Male,Bachelor's Degree,Financial Manager,12,120000
35,Female,PhD,Marketing Manager,8,80000
23,Male,Bachelor's Degree,Sales Executive,1,35000
42,Female,Master's Degree,Sales Manager,13,130000
26,Male,High School,Digital Marketing Manager,2,40000
32,Female,Bachelor's Degree,Content Marketing Manager,7,90000
27,Male,PhD,Sales Representative,4,55000
50,Female,Master's Degree,Senior Product Marketing Manager,18,180000
36,Male,Bachelor's Degree,Junior Sales Representative,3,45000
48,Female,PhD,Director of Marketing,19,190000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000
35,Female,PhD,Senior Product Marketing Manager,9,95000
23,Male,Bachelor's Degree,Sales Representative,1,35000
42,Female,Master's Degree,Digital Marketing Manager,14,140000
26,Male,High School,Sales Manager,2,40000
32,Female,Bachelor's Degree,Director of Marketing,8,80000
27,Male,PhD,Marketing Manager,4,55000
50,Female,Master's Degree,Content Marketing Manager,19,190000
36,Male,Bachelor's Degree,Sales Director,6,75000
48,Female,PhD,Senior Product Marketing Manager,17,170000
31,Male,High School,Sales Associate,3,50000
29,Female,Bachelor's Degree,Financial Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
25,Female,High School,Sales Executive,1,35000
38,Male,Master's Degree,Marketing Manager,12,120000
27,Female,Bachelor's Degree,Sales Representative,3,45000
43,Male,PhD,Content Marketing Manager,16,160000
34,Female,High School,Sales Executive,5,70000
30,Male,Bachelor's Degree,Sales Manager,6,75000
46,Female,Master's Degree,Director of Marketing,17,170000
25,Male,High School,Sales Associate,1,35000
40,Female,Bachelor's Degree,Financial Manager,11,110000
32,Male,PhD,Senior Product Marketing Manager,8,80000
28,Female,Master's Degree,Digital Marketing Manager,4,55000
44,Male,Bachelor's Degree,Content Marketing Manager,15,150000
29,Female,High School,Sales Representative,2,40000
51,Male,PhD,Marketing Manager,19,190000
36,Female,Bachelor's Degree,Sales Executive,8,80000
24,Male,Bachelor's Degree,Sales Manager,1,35000
42,Female,Master's Degree,Director of Marketing,13,130000
27,Male,High School,Financial Manager,3,45000
33,Female,Bachelor's Degree,Sales Director,7,90000
28,Male,PhD,Marketing Manager,4,55000
51,Female,Master's Degree,Content Marketing Manager,19,190000
37,Male,Bachelor's Degree,Sales Representative,7,90000
49,Female,PhD,Senior Product Marketing Manager,20,200000
32,Male,High School,Junior Sales Representative,3,40000
30,Female,Bachelor's Degree,Sales Director,5,70000
46,Male,Master's Degree,Director of Marketing,16,160000
26,Female,High School,Sales Associate,1,35000
42,Male,Bachelor's Degree,Financial Manager,13,130000
36,Female,PhD,Marketing Manager,9,95000
24,Male,Bachelor's Degree,Sales Executive,1,35000
43,Female,Master's Degree,Sales Manager,14,140000
27,Male,High School,Digital Marketing Manager,2,40000
33,Female,Bachelor's Degree,Content Marketing Manager,7,90000
28,Male,PhD,Sales Representative,4,55000
51,Female,Master's Degree,Senior Product Marketing Manager,19,190000
37,Male,Bachelor's Degree,Junior Sales Representative,6,75000
49,Female,PhD,Director of Marketing,20,200000
32,Male,High School,Sales Associate,3,50000
30,Female,Bachelor's Degree,Financial Manager,4,55000
46,Male,Master's Degree,Marketing Manager,14,140000
26,Female,High School,Sales Executive,1,35000
42,Male,Bachelor's Degree,Content Marketing Manager,13,130000
36,Female,PhD,Senior Product Marketing Manager,10,100000
24,Male,Bachelor's Degree,Sales Representative,1,35000
43,Female,Master's Degree,Digital Marketing Manager,15,150000
27,Male,High School,Sales Manager,2,40000
33,Female,Bachelor's Degree,Director of Marketing,8,80000
28,Male,PhD,Marketing Manager,4,55000
51,Female,Master's Degree,Content Marketing Manager,19,190000
37,Male,Bachelor's Degree,Sales Director,7,90000
49,Female,PhD,Senior Product Marketing Manager,20,200000
32,Male,High School,Junior Sales Representative,3,40000
30,Female,Bachelor's Degree,Sales Manager,5,70000
46,Male,Master's Degree,Director of Marketing,16,160000
26,Female,High School,Sales Associate,1,35000
42,Male,Bachelor's Degree,Financial Manager,13,130000
36,Female,PhD,Marketing Manager,9,95000
24,Male,Bachelor's Degree,Sales Executive,1,35000
43,Female,Master's Degree,Sales Manager,14,140000
27,Male,High School,Digital Marketing Manager,2,40000
33,Female,Bachelor's Degree,Content Marketing Manager,7,90000
28,Male,PhD,Sales Representative,4,55000
51,Female,Master's Degree,Senior Product Marketing Manager,19,190000
37,Male,Bachelor's Degree,Junior Sales Representative,6,75000
49,Female,PhD,Director of Marketing,20,200000
32,Male,High School,Sales Associate,3,50000
30,Female,Bachelor's Degree,Financial Manager,4,55000
46,Male,Master's Degree,Marketing Manager,14,140000
26,Female,High School,Sales Executive,1,35000
42,Male,Bachelor's Degree,Content Marketing Manager,13,130000
36,Female,PhD,Senior Product Marketing Manager,10,100000
24,Male,Bachelor's Degree,Sales Representative,1,35000
43,Female,Master's Degree,Digital Marketing Manager,15,150000
27,Male,High School,Sales Manager,2,40000
33,Female,Bachelor's Degree,Director of Marketing,8,80000
28,Male,PhD,Marketing Manager,4,55000
51,Female,Master's Degree,Content Marketing Manager,19,190000
37,Male,Bachelor's Degree,Sales Director,7,90000
49,Female,PhD,Senior Product Marketing Manager,20,200000
32,Male,High School,Junior Sales Representative,3,40000
30,Female,Bachelor's Degree,Sales Manager,5,70000
46,Male,Master's Degree,Director of Marketing,16,160000
26,Female,High School,Sales Associate,1,35000
42,Male,Bachelor's Degree,Financial Manager,13,130000
36,Female,PhD,Marketing Manager,9,95000
24,Male,Bachelor's Degree,Sales Executive,1,35000
43,Female,Master's Degree,Sales Manager,14,140000
27,Male,High School,Digital Marketing Manager,2,40000
33,Female,Bachelor's Degree,Content Marketing Manager,7,90000
28,Male,PhD,Sales Representative,4,55000
51,Female,Master's Degree,Senior Product Marketing Manager,19,190000
37,Male,Bachelor's Degree,Junior Sales Representative,6,75000
49,Female,PhD,Director of Marketing,20,200000
32,Male,High School,Sales Associate,3,50000
30,Female,Bachelor's Degree,Financial Manager,4,55000
